"unit_id","transition_id","model","repeat","removal_candidate","C01","C03","C04","C05","C06","C07","C08","C09","C11","C12","C13","C14","C15","C16","C01_direction","C03_direction","C04_direction","C05_direction","C06_direction","C07_direction","C08_direction","C04_facet","c07_requires_c14"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","1","0","0","1","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","1","0","0","0","0","1","0","0","0","0","NA","NA","NA","NA","broadened","NA","NA","NA","false"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","1","0","0","0","0","0","1","0","1","0","0","0","0","NA","architecture_replaced","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","1","0","1","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","1","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0161","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0162","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","1","0","0","0","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0163","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","1","0","0","0","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0164","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","1","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","added","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0165","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0166","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","1","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0167","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0168","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0169","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0170","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0171","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0172","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0173","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0174","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","1","0","0","0","0","0","1","0","0","0","0","1","NA","NA","loosened","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0175","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0176","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0177","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0178","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0179","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0180","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0181","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0182","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0183","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0184","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0185","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0186","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0187","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","1","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0188","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","1","0","0","1","1","0","0","0","0","1","NA","NA","NA","NA","broadened","NA","NA","NA","false"
"GDM-FSF-v3-1-0189","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0190","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","1","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0191","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0192","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0193","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0194","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0195","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","1","0","0","1","1","0","0","0","0","1","NA","NA","NA","NA","broadened","NA","NA","NA","false"
"GDM-FSF-v3-1-0196","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0197","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","1","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0198","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0199","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0200","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0201","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","1","0","0","0","0","1","1","0","0","0","0","0","NA","NA","tightened","NA","NA","NA","NA","both","false"
"GDM-FSF-v3-1-0202","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0203","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","1","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","broadened","NA","NA","NA","false"
"GDM-FSF-v3-1-0204","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0205","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0206","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0207","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0208","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0209","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0210","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0211","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0212","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","1","0","0","0","0","0","0","0","0","0","0","1","NA","NA","tightened","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0213","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0214","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0215","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0216","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0217","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0218","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","1","0","0","0","0","0","0","0","0","1","0","0","NA","NA","tightened","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0219","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0220","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0221","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0222","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0223","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","1","0","0","0","0","0","0","0","0","1","0","0","NA","NA","loosened","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0224","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0225","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","1","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0226","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0227","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","1","1","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0228","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0229","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0230","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0231","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0232","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0233","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0234","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0235","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0236","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0237","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0238","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","1","0","0","0","0","0","1","0","0","0","NA","NA","NA","NA","broadened","NA","NA","NA","false"
"GDM-FSF-v3-1-0239","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","1","0","0","0","0","1","0","0","0","0","NA","NA","NA","NA","broadened","NA","NA","NA","false"
"GDM-FSF-v3-1-0240","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0241","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","1","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","broadened","NA","NA","NA","false"
"GDM-FSF-v3-1-0242","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","1","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","A-framing","NA","false"
"GDM-FSF-v3-1-0243","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0244","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0245","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0246","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0247","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","1","0","0","0","0","0","0","0","0","0","0","0","0","NA","introduced","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0248","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0249","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","1","0","0","0","0","0","0","0","0","0","0","1","NA","NA","loosened","NA","NA","NA","NA","modality","false"
"GDM-FSF-v3-1-0250","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0251","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0252","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0253","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0254","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0255","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0256","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0257","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0258","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0259","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","1","0","0","0","0","0","0","0","0","0","0","1","NA","NA","loosened","NA","NA","NA","NA","modality","false"
"GDM-FSF-v3-1-0260","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0261","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0262","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0263","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0264","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0265","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0266","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0267","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0268","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","1","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0269","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","1","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0270","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","1","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0271","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0272","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","1","0","0","0","0","0","0","0","0","0","0","0","1","NA","architecture_replaced","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0273","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0274","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0275","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0276","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0277","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0278","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0279","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0280","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v3-1-0281","GDM-FSF-v1-0_v3-1","claude-sonnet-5","1","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v2-0-0035","GDM-FSF-v2-0_v3-0","claude-sonnet-5","1","true","0","1","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","removed","NA","dropped","NA","NA","NA","NA","false"
"GDM-FSF-v2-0-0037","GDM-FSF-v2-0_v3-0","claude-sonnet-5","1","true","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","false"
"GDM-FSF-v2-0-0038","GDM-FSF-v2-0_v3-0","claude-sonnet-5","1","true","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","false"
