"unit_id","transition_id","code_id","model","repeat","value","direction","facet","evidence","flag","ambiguity_reason","code_family"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0148","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","1","NA","NA","we believe these recommendations will only be effective if the entire frontier AI field applies them, and of limited social utility if not","clear","NA","content"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","1","broadened","NA","This risk domain focuses on risks of models assisting in the development, preparation and/or execution of a CBRN threat.","clear","NA","change"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","1","NA","NA","This risk domain focuses on risks of models assisting in the development, preparation and/or execution of a CBRN threat","clear","NA","content"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0149","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","1","broadened","NA","CBRN uplift level 1: Provides low to medium resourced actors uplift in reference scenarios resulting in additional expected harm at severe scale.","clear","NA","change"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","1","NA","NA","CBRN uplift level 1: Provides low to medium resourced actors uplift in reference scenarios resulting in additional expected harm at severe scale.","clear","NA","content"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","1","NA","NA","CBRN uplift level 1: Provides low to medium resourced actors uplift in reference scenarios resulting in additional expected harm at severe scale.","clear","NA","content"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0150","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","1","NA","NA","Security level 2+ The difficulty of building defenses against certain CBRN threats means the exfiltration, unauthorized modification, and leak of model weights with this capability could be highly damaging.","clear","NA","content"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","1","NA","NA","The difficulty of building defenses against certain CBRN threats means the exfiltration, unauthorized modification, and leak of model weights with this capability could be highly damaging.","clear","NA","content"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0151","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","1","NA","NA","the low to medium resourced actors who would be likely to experience the most CBRN uplift are unlikely to pose a substantial exfiltration threat at the level of OC3 groups as defined by RAND.","clear","NA","content"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0152","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0153","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","1","NA","NA","CBRN uplift TCL: Provides low to medium resourced actors uplift in reference scenarios, resulting in material risk of CBRN attacks that could result in significant but not severe harm.","clear","NA","content"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","1","NA","NA","CBRN uplift TCL: Provides low to medium resourced actors uplift in reference scenarios, resulting in material risk of CBRN attacks that could result in significant but not severe harm.","clear","NA","content"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0154","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0155","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","1","NA","NA","Here, and in other misuse T/CCLs, we intend this to mean relative to a baseline without generative AI.","clear","NA","content"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","1","broadened","NA","This risk domain focuses on risks of models assisting in the development, preparation, and/or execution of a cyber attack.","clear","NA","change"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","1","NA","NA","This risk domain focuses on risks of models assisting in the development, preparation, and/or execution of a cyber attack.","clear","NA","content"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0156","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","1","architecture_replaced","NA","Cyber uplift level 1: Provides sufficient uplift with high impact cyber attacks for additional expected harm at severe scale.","clear","NA","change"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","1","NA","NA","Cyber uplift level 1: Provides sufficient uplift with high impact cyber attacks for additional expected harm at severe scale.","clear","NA","content"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","1","NA","NA","Cyber uplift level 1: Provides sufficient uplift with high impact cyber attacks for additional expected harm at severe scale.","clear","NA","content"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0157","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","1","NA","NA","Security level 2+ Models able to greatly assist cyber attack might be of interest to well-resourced state actors.","clear","NA","content"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","1","NA","NA","Security level 2+ Models able to greatly assist cyber attack might be of interest to well-resourced state actors.","clear","NA","content"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0158","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","1","NA","NA","However, the potential for automated cyber-defense and social adaptation as a response to exfiltration means that higher levels of security, and the resulting costs to innovation, are likely not warranted.","clear","NA","content"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0159","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C15","claude-sonnet-5","1","1","NA","NA","This risk domain focuses on risks of models with high manipulative capabilities potentially being misused in ways that could reasonably result in large scale harm.","clear","NA","content"
"GDM-FSF-v3-1-0160","GDM-FSF-v1-0_v3-1","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v3-1-0161","GDM-FSF-v1-0_v3-1","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
