"unit_id","transition_id","model","repeat","removal_candidate","cosmetic_split","C01","C03","C04","C05","C06","C07","C08","C09","C11","C12","C13","C14","C15","C16","C01_direction","C03_direction","C04_direction","C05_direction","C06_direction","C07_direction","C08_direction","C04_facet","c07_requires_c14"
"ANT-RSP-v3-4-0080","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","1","0","0","0","0","0","1","1","0","0","0","0","0","NA","introduced","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0081","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","1","0","0","0","0","0","1","1","0","0","0","0","0","NA","introduced","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0082","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0083","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0084","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0085","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0086","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0087","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0088","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","1","0","0","0","0","1","NA","NA","loosened","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0089","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","1","0","0","0","0","0","0","1","0","0","0","0","1","NA","architecture_replaced","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0090","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","1","0","0","0","0","1","NA","NA","loosened","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0091","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0092","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0093","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0094","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0095","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0096","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0097","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0098","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0099","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0100","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0101","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","1","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0102","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0103","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","1","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0104","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0105","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","1","0","0","0","1","NA","NA","tightened","NA","NA","NA","NA","both","false"
"ANT-RSP-v3-4-0106","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0107","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0108","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0109","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","1","0","0","1","0","1","0","0","0","0","NA","NA","NA","NA","narrowed","NA","NA","NA","false"
"ANT-RSP-v3-4-0110","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","1","0","1","0","0","0","0","NA","NA","loosened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v3-4-0111","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","1","0","1","0","0","0","1","NA","NA","loosened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v3-4-0112","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","1","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0113","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","1","0","1","0","0","0","0","NA","NA","loosened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v3-4-0114","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","1","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0115","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","1","0","1","NA","NA","loosened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v3-4-0116","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0117","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0118","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0119","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0120","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0121","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0122","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0123","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0124","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0125","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0126","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0127","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0128","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0129","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0130","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0131","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0132","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0133","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0134","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","1","0","0","NA","NA","tightened","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0135","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0136","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0137","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0138","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0139","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0140","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0141","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0142","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0143","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0144","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","1","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0145","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0146","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0147","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0148","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0149","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0150","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0151","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0152","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","0","0","1","NA","NA","loosened","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0153","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0154","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0155","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0156","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0157","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0158","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0159","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0160","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0161","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0162","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0163","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0164","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0165","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0166","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0167","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0168","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0169","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0170","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0171","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0172","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0173","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0174","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0175","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0176","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0177","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0178","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0179","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0180","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","1","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","tightened","NA","NA","false"
"ANT-RSP-v3-4-0181","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","1","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","tightened","NA","NA","false"
"ANT-RSP-v3-4-0182","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0183","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0184","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0185","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","1","0","0","NA","NA","tightened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v3-4-0186","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0187","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0188","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0189","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0190","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0191","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0192","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0193","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","1","0","0","NA","NA","tightened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v3-4-0194","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0195","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0196","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0197","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0198","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0199","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0200","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0201","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0202","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0203","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0204","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0205","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0206","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","1","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0207","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0208","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v3-4-0209","ANT-RSP-v1-0_v3-4","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
